Unnamed: 0,age,gender,year_in_school,major,monthly_income_idr,financial_aid_idr,tuition_idr,housing_idr,food_idr,transportation_idr,books_supplies_idr,entertainment_idr,personal_care_idr,technology_idr,health_wellness_idr,miscellaneous_idr,preferred_payment_method
385,24,Male,Freshman,Computer Science,9255000,12945000,56925000,12555000,3465000,2280000,3840000,615000,1110000,3315000,1950000,1590000,Credit/Debit Card
386,21,Non-binary,Junior,Engineering,17010000,7350000,87960000,10710000,5550000,1440000,2985000,1710000,1230000,1005000,2850000,360000,Cash
387,23,Non-binary,Sophomore,Psychology,14880000,3630000,63150000,7425000,2805000,1710000,870000,1980000,1440000,2310000,2010000,2685000,Mobile Payment App
388,18,Non-binary,Freshman,Economics,21120000,8580000,64065000,7155000,4800000,1170000,2250000,2250000,1215000,2445000,690000,360000,Mobile Payment App
389,21,Female,Senior,Biology,20520000,14100000,48510000,6075000,5010000,885000,1710000,345000,1005000,2025000,2850000,330000,Mobile Payment App
390,22,Male,Senior,Economics,10740000,2355000,60840000,11835000,5370000,2790000,3240000,1170000,1110000,2625000,2535000,1635000,Cash
391,22,Non-binary,Freshman,Psychology,18360000,8715000,79635000,14040000,3960000,825000,2820000,1890000,705000,2910000,1185000,390000,Credit/Debit Card
392,19,Non-binary,Senior,Biology,20235000,11820000,64095000,6315000,1590000,2400000,2205000,585000,1335000,3525000,2730000,645000,Cash
393,24,Female,Sophomore,Engineering,12030000,8280000,47190000,10860000,3195000,1425000,2025000,1545000,1050000,4005000,810000,1845000,Cash
394,18,Female,Senior,Psychology,14595000,4770000,54000000,13695000,5625000,2745000,2670000,1830000,1410000,1935000,990000,2220000,Cash
395,19,Female,Senior,Engineering,11040000,9900000,89175000,7170000,5130000,1125000,4185000,645000,735000,1605000,1410000,855000,Mobile Payment App
396,22,Male,Senior,Engineering,8565000,7470000,58455000,9720000,2715000,840000,4125000,1290000,855000,4305000,1185000,1650000,Mobile Payment App
397,25,Female,Sophomore,Engineering,12495000,840000,46995000,9225000,2205000,1350000,3015000,1215000,450000,2220000,630000,1815000,Cash
398,22,Female,Freshman,Computer Science,10695000,5730000,61740000,8880000,4935000,1800000,4035000,690000,795000,3450000,855000,2295000,Credit/Debit Card
399,20,Male,Junior,Economics,19020000,7125000,88500000,9915000,3960000,2355000,3870000,780000,570000,2505000,2610000,660000,Cash
400,19,Non-binary,Freshman,Biology,12285000,9225000,76125000,12870000,2295000,3000000,1725000,1140000,1350000,2085000,2310000,660000,Mobile Payment App
401,18,Male,Senior,Economics,19020000,4860000,56820000,7245000,5085000,2385000,1800000,825000,330000,3180000,2595000,1170000,Credit/Debit Card
402,18,Female,Senior,Engineering,22290000,10575000,60645000,9915000,2670000,960000,4140000,1200000,1035000,2160000,1725000,390000,Mobile Payment App
403,24,Male,Freshman,Computer Science,15075000,8040000,59160000,10305000,3930000,2220000,3000000,2070000,795000,2190000,2910000,1200000,Cash
404,25,Female,Senior,Economics,18075000,12555000,45210000,8895000,2745000,2130000,1680000,1155000,885000,3135000,2175000,1170000,Credit/Debit Card
405,24,Male,Senior,Engineering,20340000,12870000,77055000,11205000,1635000,2550000,2295000,690000,600000,1965000,1275000,1800000,Mobile Payment App
406,22,Male,Senior,Engineering,12255000,8325000,86310000,10740000,5730000,2025000,2130000,315000,435000,2820000,2745000,615000,Mobile Payment App
407,22,Male,Sophomore,Biology,10590000,1125000,61200000,13110000,2085000,2745000,1395000,615000,705000,2040000,2460000,1635000,Cash
408,18,Non-binary,Junior,Economics,16530000,7350000,87795000,10035000,3450000,1830000,1770000,615000,1110000,4140000,1035000,2100000,Cash
409,22,Male,Sophomore,Engineering,19185000,13470000,59700000,7065000,3975000,2220000,1155000,1020000,555000,1980000,2880000,2355000,Credit/Debit Card
410,18,Male,Sophomore,Economics,21855000,14970000,63480000,14355000,5625000,2085000,2505000,2115000,465000,2940000,525000,825000,Credit/Debit Card
411,21,Female,Freshman,Psychology,19590000,555000,74145000,8535000,4890000,1500000,4155000,1365000,1275000,3690000,720000,1185000,Cash
412,25,Male,Sophomore,Engineering,19635000,6495000,68445000,7425000,4635000,2280000,4350000,1260000,1485000,3840000,555000,1395000,Credit/Debit Card
413,19,Male,Freshman,Biology,22230000,10575000,74595000,6495000,4410000,2160000,3495000,2235000,885000,2505000,1950000,1440000,Credit/Debit Card
414,23,Male,Sophomore,Economics,22020000,4995000,72675000,8445000,1605000,1110000,1935000,1785000,360000,1845000,1470000,2595000,Mobile Payment App
415,25,Female,Sophomore,Economics,13035000,1530000,53340000,8160000,5805000,2415000,2370000,720000,1200000,2445000,1395000,1935000,Credit/Debit Card
416,18,Male,Junior,Economics,13290000,13755000,81720000,12120000,2325000,2535000,2250000,360000,900000,1935000,1905000,2925000,Mobile Payment App
417,19,Female,Freshman,Economics,21645000,12465000,64335000,7665000,2850000,2280000,1620000,1320000,915000,2670000,2190000,1545000,Mobile Payment App
418,23,Non-binary,Freshman,Biology,11490000,1425000,71730000,13200000,3810000,2610000,3570000,750000,720000,2370000,2355000,1455000,Cash
419,22,Non-binary,Senior,Biology,21045000,465000,68925000,11415000,4965000,2685000,855000,1455000,1005000,4095000,2685000,840000,Cash
420,24,Non-binary,Freshman,Engineering,20580000,12045000,61200000,6480000,5790000,2760000,750000,975000,1245000,3720000,1335000,915000,Credit/Debit Card
421,23,Non-binary,Freshman,Biology,21420000,8955000,82425000,12240000,4980000,1905000,4065000,1500000,330000,1395000,2445000,900000,Mobile Payment App
422,19,Male,Junior,Biology,19545000,900000,67725000,7665000,5805000,2685000,3660000,1020000,1500000,3915000,525000,2310000,Cash
423,20,Non-binary,Sophomore,Economics,8580000,12345000,88185000,6570000,5400000,1080000,1770000,1200000,675000,3975000,720000,450000,Credit/Debit Card
424,23,Non-binary,Junior,Economics,8370000,2910000,69720000,12975000,2745000,900000,1695000,1920000,570000,3975000,630000,2505000,Credit/Debit Card
425,23,Female,Junior,Engineering,15735000,7140000,89580000,9945000,1740000,2430000,780000,1650000,315000,3030000,1290000,945000,Mobile Payment App
426,18,Female,Freshman,Computer Science,13845000,1620000,54600000,6135000,5760000,1755000,3735000,1140000,1020000,2280000,1290000,1920000,Credit/Debit Card
427,18,Female,Freshman,Engineering,9315000,525000,86685000,8370000,3780000,1635000,4335000,1230000,765000,1470000,795000,1500000,Cash
428,21,Non-binary,Junior,Economics,9900000,5220000,85335000,10965000,1845000,1320000,1335000,1005000,960000,2790000,585000,390000,Mobile Payment App
429,21,Non-binary,Freshman,Biology,7920000,1380000,57945000,13485000,1905000,2760000,1500000,315000,825000,2925000,1875000,2010000,Mobile Payment App
430,23,Female,Freshman,Psychology,9600000,9270000,55785000,7695000,2925000,2160000,4125000,495000,945000,2250000,2880000,1350000,Mobile Payment App
431,18,Female,Senior,Computer Science,21405000,8595000,64605000,11955000,3360000,2415000,2040000,1305000,885000,2385000,1305000,300000,Mobile Payment App
432,18,Male,Sophomore,Computer Science,7905000,6075000,68655000,7980000,1995000,2010000,4380000,930000,750000,2460000,495000,1905000,Cash
433,25,Female,Freshman,Psychology,19425000,11805000,68865000,11460000,5370000,2130000,2850000,1815000,1155000,3660000,1125000,1695000,Cash
434,23,Female,Sophomore,Economics,18285000,7365000,77235000,8265000,2520000,1890000,2760000,615000,1005000,3045000,1245000,525000,Cash
435,24,Female,Senior,Engineering,14385000,10440000,48000000,8895000,4770000,2820000,2295000,2250000,1335000,4275000,810000,1530000,Cash
436,18,Non-binary,Sophomore,Biology,22245000,14925000,56550000,8535000,4920000,2385000,1545000,1890000,1380000,4260000,2895000,300000,Credit/Debit Card
437,19,Non-binary,Sophomore,Psychology,9690000,14790000,85500000,12855000,4635000,1155000,1320000,990000,1470000,2610000,1890000,2295000,Mobile Payment App
438,23,Male,Senior,Biology,12270000,5295000,77610000,9930000,3330000,2400000,2910000,420000,1470000,2895000,2655000,2490000,Credit/Debit Card
439,18,Male,Senior,Engineering,19020000,8970000,50970000,7245000,4560000,1785000,2520000,510000,1425000,3915000,1605000,2580000,Credit/Debit Card
440,22,Non-binary,Freshman,Biology,8445000,5175000,70695000,14295000,3735000,2715000,1920000,810000,810000,4095000,600000,1830000,Mobile Payment App
441,21,Male,Freshman,Psychology,18795000,6960000,76440000,6060000,4170000,2670000,3525000,870000,1035000,1335000,2415000,1515000,Credit/Debit Card
442,18,Non-binary,Sophomore,Engineering,11865000,11085000,84015000,9420000,4035000,1740000,1530000,825000,870000,2685000,990000,2040000,Cash
443,22,Non-binary,Sophomore,Psychology,12705000,14460000,50610000,14985000,5625000,2475000,2580000,660000,765000,2700000,450000,1875000,Cash
444,24,Male,Junior,Economics,10020000,540000,89430000,9525000,4200000,2490000,2640000,1680000,1245000,2865000,1725000,615000,Mobile Payment App
445,24,Male,Freshman,Computer Science,15330000,13245000,47610000,12480000,1815000,2055000,2130000,810000,975000,1395000,705000,2550000,Cash
446,20,Non-binary,Senior,Economics,10875000,10560000,47715000,6600000,5445000,1275000,3285000,360000,1095000,2835000,2850000,495000,Cash
447,24,Non-binary,Junior,Biology,10995000,2160000,53340000,6405000,3210000,1065000,3180000,2040000,1095000,4440000,2355000,2355000,Credit/Debit Card
448,18,Non-binary,Freshman,Engineering,10260000,11175000,68535000,13260000,4830000,2100000,3975000,300000,1485000,3015000,1980000,2460000,Mobile Payment App
449,20,Male,Senior,Psychology,9060000,7410000,49890000,9330000,3240000,2115000,810000,1350000,1470000,4020000,840000,2055000,Mobile Payment App
450,23,Male,Sophomore,Engineering,20190000,1245000,84390000,11985000,1800000,1875000,4380000,2100000,705000,930000,525000,1110000,Mobile Payment App
451,23,Non-binary,Junior,Biology,21960000,11250000,58605000,7395000,5460000,915000,2550000,1395000,345000,1320000,1695000,2865000,Credit/Debit Card
452,18,Male,Sophomore,Psychology,18870000,4995000,77835000,8055000,5550000,2925000,2925000,1260000,855000,1890000,1875000,1065000,Cash
453,22,Male,Freshman,Economics,13875000,7140000,56325000,10770000,3405000,1200000,2595000,1050000,1320000,2775000,525000,645000,Cash
454,18,Male,Sophomore,Computer Science,13905000,13200000,85725000,11220000,3255000,2190000,3405000,1455000,690000,3300000,2430000,570000,Mobile Payment App
455,20,Non-binary,Freshman,Engineering,18450000,14505000,56760000,6450000,3240000,825000,3705000,1110000,1350000,2565000,780000,2430000,Mobile Payment App
456,23,Non-binary,Freshman,Psychology,21555000,11655000,82830000,12780000,5625000,1485000,825000,2250000,315000,2925000,795000,1020000,Credit/Debit Card
457,21,Female,Sophomore,Computer Science,14835000,2370000,58695000,13785000,5655000,2385000,2280000,1725000,600000,4485000,870000,2640000,Credit/Debit Card
458,19,Male,Senior,Biology,13650000,10860000,88260000,6330000,5475000,2460000,4410000,2190000,510000,3870000,2280000,360000,Cash
459,18,Male,Freshman,Computer Science,19845000,6615000,50595000,10515000,5535000,900000,3525000,660000,1170000,4140000,570000,2085000,Cash
460,20,Female,Sophomore,Engineering,10020000,495000,61005000,6795000,3645000,1260000,4245000,1980000,1080000,4410000,750000,1485000,Mobile Payment App
461,25,Female,Senior,Biology,15060000,6975000,84975000,12525000,1890000,2685000,4455000,345000,780000,3570000,1185000,1560000,Credit/Debit Card
462,21,Female,Junior,Economics,21225000,8415000,46245000,14505000,5205000,1710000,2625000,1500000,450000,2490000,2430000,1800000,Credit/Debit Card
463,18,Male,Freshman,Engineering,14220000,11085000,56985000,12180000,5160000,1665000,3075000,2085000,1410000,3735000,1605000,645000,Credit/Debit Card
464,21,Non-binary,Junior,Biology,15150000,3720000,47190000,14580000,5340000,2550000,900000,1005000,810000,1155000,1860000,1500000,Mobile Payment App
465,19,Female,Sophomore,Biology,13095000,8235000,58305000,6345000,1665000,1800000,2490000,1740000,1020000,3825000,2055000,450000,Credit/Debit Card
466,19,Female,Sophomore,Computer Science,13815000,2220000,61095000,10155000,3180000,1170000,2595000,780000,495000,2115000,2415000,1035000,Cash
467,19,Female,Freshman,Engineering,21885000,4275000,67665000,9285000,4485000,2175000,4425000,1440000,1065000,1425000,525000,2550000,Mobile Payment App
468,25,Male,Freshman,Biology,10080000,3195000,59700000,6300000,5430000,960000,4350000,1965000,795000,3015000,1530000,1245000,Credit/Debit Card
469,23,Non-binary,Senior,Engineering,21915000,4485000,65025000,7500000,1800000,975000,1680000,1245000,615000,1245000,810000,1605000,Mobile Payment App
470,24,Male,Senior,Psychology,22380000,9660000,67425000,7020000,3510000,1140000,3075000,870000,1200000,2385000,2355000,990000,Credit/Debit Card
471,19,Male,Senior,Computer Science,9405000,14925000,87945000,14055000,2820000,2655000,2325000,2055000,1455000,1755000,2580000,2700000,Cash
472,23,Male,Freshman,Computer Science,14415000,1305000,87285000,11715000,5895000,840000,2325000,960000,1290000,2190000,945000,720000,Mobile Payment App
473,22,Male,Senior,Engineering,14310000,2010000,51825000,9960000,4980000,2745000,3405000,540000,1035000,2700000,675000,1020000,Credit/Debit Card
474,20,Non-binary,Junior,Biology,22290000,14370000,87645000,11355000,1785000,2025000,1080000,1710000,705000,1230000,1395000,2040000,Mobile Payment App
475,24,Female,Freshman,Psychology,19965000,10215000,88770000,14235000,5025000,1875000,3870000,1410000,1410000,2565000,510000,1905000,Mobile Payment App
476,21,Female,Senior,Computer Science,8265000,7380000,48855000,13950000,5025000,885000,915000,615000,900000,885000,2190000,2265000,Cash
477,18,Non-binary,Senior,Biology,20280000,7125000,88020000,10770000,3960000,2940000,2265000,1710000,390000,3660000,975000,855000,Credit/Debit Card
478,22,Female,Senior,Engineering,21555000,3060000,57300000,7455000,4785000,2415000,3255000,345000,1215000,1005000,1875000,2235000,Mobile Payment App
479,25,Non-binary,Sophomore,Biology,17190000,7560000,74475000,10605000,4425000,1905000,1710000,1455000,450000,2115000,945000,360000,Mobile Payment App
480,21,Male,Freshman,Biology,20115000,13485000,46995000,12750000,5460000,2745000,3930000,1935000,390000,2820000,1410000,1950000,Credit/Debit Card
481,25,Female,Sophomore,Biology,19965000,3405000,82185000,11250000,2325000,2760000,1320000,1305000,1080000,1305000,2355000,795000,Mobile Payment App
482,25,Male,Freshman,Computer Science,17925000,12675000,58500000,9360000,3870000,2745000,2670000,1830000,1365000,4065000,795000,1410000,Mobile Payment App
483,24,Non-binary,Sophomore,Psychology,18705000,4035000,85380000,9570000,2370000,2940000,2850000,1380000,1320000,2610000,1500000,1020000,Cash
484,25,Female,Senior,Biology,9945000,11970000,81270000,6300000,5835000,1455000,4230000,2160000,1260000,2235000,1845000,2505000,Cash
485,23,Female,Senior,Engineering,12915000,11640000,63405000,13860000,2145000,2850000,3120000,1710000,1230000,1785000,2580000,1065000,Credit/Debit Card
486,23,Male,Senior,Economics,8520000,5100000,45375000,9300000,4500000,1380000,3495000,1125000,780000,4440000,2865000,1635000,Credit/Debit Card
487,20,Female,Senior,Psychology,12030000,3810000,69390000,8520000,2685000,960000,3975000,1860000,765000,1755000,2370000,1845000,Credit/Debit Card
488,24,Male,Freshman,Economics,12315000,6210000,87870000,10785000,2610000,1995000,780000,1140000,975000,2130000,990000,585000,Cash
489,19,Female,Freshman,Computer Science,15135000,11550000,65310000,7665000,4500000,2835000,2340000,2250000,810000,4050000,2190000,690000,Credit/Debit Card
490,19,Non-binary,Junior,Computer Science,7890000,9495000,46395000,14100000,3225000,1635000,810000,465000,1200000,2895000,2880000,630000,Mobile Payment App
491,22,Female,Junior,Computer Science,7530000,11325000,55755000,7095000,2295000,810000,795000,1380000,750000,4350000,2160000,1050000,Mobile Payment App
492,19,Non-binary,Freshman,Biology,12900000,8250000,85545000,7545000,3045000,2565000,1755000,435000,465000,1305000,1230000,2940000,Mobile Payment App
493,18,Non-binary,Junior,Economics,21300000,8640000,77115000,12525000,2520000,1530000,4155000,855000,705000,3900000,1290000,2940000,Cash
494,21,Female,Senior,Computer Science,8100000,13965000,68730000,9765000,3315000,2025000,1500000,315000,585000,1125000,1080000,2745000,Mobile Payment App
495,25,Non-binary,Freshman,Psychology,11055000,14925000,63510000,8430000,4320000,930000,4395000,1545000,1335000,4215000,465000,2430000,Mobile Payment App
496,22,Non-binary,Freshman,Psychology,7545000,855000,47070000,12645000,4140000,2655000,2625000,555000,390000,3870000,1575000,2475000,Cash
497,22,Female,Freshman,Computer Science,10095000,14580000,80355000,12420000,4185000,1425000,4470000,1455000,315000,2310000,510000,2430000,Mobile Payment App
498,25,Female,Freshman,Psychology,10215000,1725000,80325000,12720000,3135000,1770000,765000,1680000,1245000,3600000,2820000,2580000,Cash
499,22,Male,Freshman,Computer Science,20340000,11490000,80805000,8985000,5205000,3000000,3570000,1155000,975000,2850000,1080000,2940000,Mobile Payment App
500,25,Female,Sophomore,Computer Science,15930000,5850000,50910000,14190000,4470000,1755000,2865000,1740000,540000,1530000,1095000,2385000,Credit/Debit Card
501,18,Male,Sophomore,Economics,20985000,9795000,51195000,10545000,2355000,2730000,1005000,615000,1215000,1620000,2310000,420000,Cash
502,19,Female,Junior,Engineering,21030000,10575000,49020000,10725000,4575000,2010000,1305000,1500000,1500000,3420000,1545000,2160000,Cash
503,24,Non-binary,Sophomore,Engineering,17760000,3900000,84150000,7350000,5640000,2520000,2745000,1530000,1095000,2745000,1275000,1845000,Cash
504,21,Male,Senior,Economics,11145000,5265000,56025000,11190000,4575000,765000,3015000,825000,1110000,4260000,1755000,1365000,Cash
505,25,Male,Sophomore,Biology,20760000,7350000,48795000,6930000,4290000,2370000,3600000,1350000,360000,4440000,2865000,1725000,Mobile Payment App
506,20,Male,Junior,Biology,14955000,9615000,60000000,8835000,2505000,1950000,2130000,360000,1050000,2685000,1950000,855000,Credit/Debit Card
507,24,Male,Senior,Engineering,9270000,1635000,62670000,9390000,5025000,1770000,2760000,330000,1125000,2085000,1275000,975000,Credit/Debit Card
508,25,Female,Junior,Psychology,19800000,7470000,79935000,8385000,3540000,1830000,3930000,1425000,915000,2460000,1620000,975000,Cash
509,25,Male,Sophomore,Computer Science,14385000,7830000,69165000,6030000,5535000,1005000,2430000,1590000,360000,2115000,675000,1305000,Cash
510,20,Non-binary,Junior,Psychology,14250000,9840000,65535000,13740000,3105000,1455000,1350000,630000,1170000,4260000,1125000,720000,Mobile Payment App
511,24,Non-binary,Senior,Economics,19290000,6840000,88740000,14595000,3945000,900000,1620000,1725000,330000,1740000,945000,2520000,Credit/Debit Card
512,19,Non-binary,Freshman,Computer Science,13395000,4680000,66255000,14715000,2340000,2115000,3600000,1875000,885000,2415000,1770000,390000,Cash
513,18,Female,Freshman,Psychology,16890000,13365000,63630000,9360000,2730000,1500000,2040000,1290000,990000,3645000,1245000,450000,Cash
514,22,Male,Sophomore,Biology,10185000,7215000,81990000,10110000,2700000,2280000,2205000,1995000,870000,1005000,1950000,2385000,Mobile Payment App
515,25,Male,Freshman,Psychology,12045000,3015000,88710000,12885000,2145000,2595000,2145000,2130000,1440000,2550000,1545000,450000,Credit/Debit Card
516,18,Female,Senior,Biology,9960000,1725000,55380000,14445000,3195000,1050000,3450000,2250000,1110000,2985000,2505000,1695000,Credit/Debit Card
517,18,Male,Senior,Computer Science,22500000,11655000,79890000,11580000,4470000,2730000,2595000,1680000,990000,2550000,615000,1545000,Cash
518,22,Male,Junior,Psychology,15075000,11655000,83940000,12975000,2370000,840000,1695000,1530000,1065000,3735000,2220000,2940000,Credit/Debit Card
519,22,Female,Sophomore,Biology,13245000,9600000,82725000,11265000,3645000,2520000,3600000,2070000,300000,1530000,825000,1395000,Credit/Debit Card
520,18,Non-binary,Freshman,Biology,21420000,4905000,77745000,12330000,1770000,2760000,3135000,405000,750000,3180000,1335000,1935000,Cash
521,21,Non-binary,Sophomore,Economics,13590000,6735000,58245000,10695000,5070000,1890000,4500000,1290000,690000,825000,960000,1830000,Cash
522,18,Non-binary,Freshman,Computer Science,14865000,12540000,49755000,7770000,4725000,1470000,1230000,2085000,1410000,1950000,2175000,2265000,Cash
523,23,Female,Freshman,Engineering,18690000,11310000,81300000,7560000,5580000,1605000,3330000,1560000,465000,2445000,1740000,2730000,Mobile Payment App
524,22,Female,Freshman,Biology,19095000,150000,63435000,13305000,2520000,2955000,2010000,2100000,900000,3540000,1425000,2040000,Credit/Debit Card
525,22,Male,Junior,Psychology,13200000,2760000,70590000,6225000,1575000,2730000,3990000,870000,1020000,4155000,2640000,540000,Credit/Debit Card
526,24,Non-binary,Junior,Computer Science,20340000,4920000,84870000,13515000,5535000,2340000,4260000,1710000,1140000,2175000,1785000,1530000,Credit/Debit Card
527,23,Female,Junior,Economics,13740000,13905000,78660000,6165000,3735000,2355000,2595000,1035000,1065000,3825000,1245000,2835000,Credit/Debit Card
528,18,Non-binary,Freshman,Economics,15885000,10020000,59100000,12540000,2625000,1965000,2520000,450000,1215000,3225000,2670000,465000,Credit/Debit Card
529,24,Female,Junior,Psychology,14115000,3045000,45720000,9255000,3210000,1695000,3495000,1635000,735000,3990000,1095000,2640000,Credit/Debit Card
530,24,Male,Senior,Psychology,11460000,7815000,67560000,12420000,2130000,1755000,2445000,1095000,480000,4485000,765000,765000,Mobile Payment App
531,25,Non-binary,Sophomore,Economics,14745000,10050000,69810000,9195000,3690000,1890000,3825000,2190000,300000,885000,2325000,2955000,Cash
532,18,Non-binary,Senior,Biology,19425000,3945000,67530000,9705000,1680000,2055000,2580000,1590000,1320000,1620000,630000,480000,Mobile Payment App
533,22,Female,Sophomore,Computer Science,19515000,13245000,72840000,7785000,2115000,855000,1485000,1140000,1050000,900000,1740000,2985000,Cash
534,22,Non-binary,Junior,Biology,12435000,5535000,78690000,10530000,2190000,1320000,4290000,2160000,555000,4020000,1275000,2865000,Cash
535,22,Non-binary,Sophomore,Psychology,19440000,15000,68610000,11385000,2205000,2145000,840000,1920000,1080000,3030000,735000,2850000,Credit/Debit Card
536,21,Male,Freshman,Biology,19170000,7590000,53490000,7695000,5400000,1215000,2175000,720000,1050000,3780000,1410000,2100000,Credit/Debit Card
537,18,Female,Senior,Biology,10875000,2220000,71730000,9645000,2535000,2460000,885000,2055000,1140000,3105000,2835000,630000,Credit/Debit Card
538,20,Male,Senior,Biology,7875000,615000,69045000,13335000,2805000,1275000,1770000,360000,1275000,1125000,2370000,1620000,Cash
539,25,Non-binary,Junior,Biology,15090000,4395000,50955000,8745000,2505000,1110000,2925000,330000,1125000,1155000,2610000,1605000,Mobile Payment App
540,20,Male,Sophomore,Biology,13080000,9915000,79920000,7050000,3300000,2505000,3735000,1830000,705000,2280000,765000,1920000,Mobile Payment App
541,20,Non-binary,Senior,Engineering,8235000,4530000,88635000,6135000,4050000,990000,1755000,915000,1125000,4170000,1980000,450000,Credit/Debit Card
542,20,Non-binary,Junior,Engineering,13275000,5700000,85755000,10890000,2025000,900000,900000,1035000,405000,1905000,1305000,2685000,Cash
543,19,Female,Senior,Computer Science,17955000,11580000,63405000,10425000,2700000,1365000,1560000,1590000,465000,2655000,720000,315000,Mobile Payment App
544,25,Male,Senior,Psychology,8085000,6435000,83970000,13035000,3135000,1065000,1590000,1740000,615000,1800000,2235000,540000,Cash
545,22,Male,Sophomore,Computer Science,12060000,13665000,57150000,8655000,4365000,2505000,4410000,960000,960000,3990000,2010000,2055000,Cash
546,25,Non-binary,Sophomore,Economics,16635000,4335000,49860000,14190000,5385000,1845000,4080000,1320000,405000,2115000,1605000,1875000,Mobile Payment App
547,25,Female,Senior,Computer Science,16890000,11565000,46890000,12345000,5610000,1875000,3225000,1350000,1155000,3630000,1680000,1485000,Credit/Debit Card
548,22,Non-binary,Junior,Economics,12735000,3435000,77175000,12450000,5460000,1695000,1770000,900000,525000,3555000,2625000,2880000,Cash
549,23,Non-binary,Sophomore,Psychology,7545000,2370000,69405000,10440000,5415000,1815000,2040000,2115000,900000,1425000,2085000,1080000,Credit/Debit Card
550,20,Male,Senior,Biology,19395000,6735000,56010000,13695000,4860000,2235000,2010000,1545000,1290000,4320000,1965000,1800000,Mobile Payment App
551,20,Male,Junior,Biology,13545000,1440000,63225000,7530000,4410000,1155000,2400000,1440000,345000,1305000,2415000,1095000,Credit/Debit Card
552,23,Non-binary,Junior,Psychology,17235000,10275000,82650000,7545000,4620000,2565000,3090000,2160000,1230000,1635000,2940000,900000,Credit/Debit Card
553,20,Non-binary,Freshman,Biology,20445000,8040000,54585000,8040000,1980000,2055000,3465000,1605000,1365000,3120000,2775000,1080000,Mobile Payment App
554,19,Non-binary,Junior,Engineering,15840000,14385000,69975000,8895000,1500000,2355000,3210000,1695000,750000,4290000,1305000,3000000,Cash
555,18,Male,Senior,Engineering,18675000,1200000,45945000,12540000,5955000,2040000,1335000,1650000,435000,2325000,885000,2790000,Mobile Payment App
556,25,Female,Senior,Computer Science,17235000,5805000,86160000,12735000,4515000,1680000,2430000,2115000,1110000,1335000,1605000,1620000,Mobile Payment App
557,19,Female,Freshman,Psychology,18390000,11970000,60990000,7410000,5250000,2880000,2385000,510000,780000,3390000,2040000,930000,Cash
558,22,Non-binary,Freshman,Engineering,14475000,5805000,59745000,6990000,3075000,2865000,1740000,975000,915000,2880000,1440000,2820000,Mobile Payment App
559,21,Male,Freshman,Engineering,20070000,13335000,74340000,9870000,2685000,1185000,2265000,1740000,450000,1740000,2865000,360000,Credit/Debit Card
560,20,Male,Senior,Engineering,21210000,12165000,77115000,11280000,2790000,2085000,2550000,960000,690000,2220000,465000,1440000,Credit/Debit Card
561,24,Non-binary,Junior,Psychology,18480000,9720000,78735000,7275000,3720000,780000,960000,1410000,1125000,4200000,720000,690000,Mobile Payment App
562,18,Male,Freshman,Engineering,7920000,9180000,60225000,7155000,4290000,1305000,1395000,435000,1140000,4380000,2625000,975000,Cash
563,22,Male,Sophomore,Computer Science,20655000,7500000,72690000,7230000,5025000,1995000,1305000,495000,855000,2415000,1230000,1470000,Credit/Debit Card
564,23,Non-binary,Freshman,Computer Science,16170000,12855000,74745000,13305000,3720000,2280000,3165000,780000,360000,2700000,1590000,1950000,Credit/Debit Card
565,20,Male,Sophomore,Computer Science,11490000,13890000,75285000,13470000,3390000,900000,2610000,1290000,330000,2820000,2205000,1665000,Cash
566,22,Non-binary,Senior,Engineering,19335000,3795000,74400000,7935000,3435000,885000,2730000,525000,960000,1440000,1845000,1155000,Credit/Debit Card
567,21,Male,Sophomore,Economics,13305000,12375000,74220000,10965000,4635000,2910000,900000,1635000,1290000,1890000,2655000,2100000,Cash
568,18,Male,Sophomore,Biology,15600000,10815000,45060000,13785000,3090000,1215000,2955000,720000,900000,2385000,1980000,1050000,Cash
569,21,Female,Senior,Engineering,14100000,14595000,88680000,14265000,5280000,1620000,930000,930000,1050000,3735000,1470000,2250000,Credit/Debit Card
570,25,Male,Sophomore,Biology,13425000,13860000,86010000,7335000,2355000,1410000,1380000,315000,345000,3915000,855000,1695000,Mobile Payment App
571,25,Male,Sophomore,Psychology,16695000,5670000,58515000,7995000,3015000,1995000,2340000,2190000,915000,2160000,1215000,1305000,Credit/Debit Card
572,24,Non-binary,Freshman,Biology,14730000,8445000,75405000,12450000,3960000,1890000,3195000,780000,930000,4440000,2355000,810000,Cash
573,22,Male,Freshman,Psychology,21015000,5880000,75120000,11535000,4965000,2235000,4200000,570000,495000,1500000,2250000,2505000,Credit/Debit Card
574,18,Male,Sophomore,Psychology,11580000,1080000,88365000,11475000,5385000,1995000,765000,345000,915000,3750000,1920000,2565000,Mobile Payment App
575,20,Male,Senior,Economics,13680000,5805000,57990000,7305000,3915000,2985000,3375000,1725000,510000,2760000,2955000,2160000,Credit/Debit Card
576,23,Female,Sophomore,Economics,14190000,12885000,78600000,6135000,5700000,2685000,2220000,1215000,885000,1515000,2085000,1440000,Cash
577,23,Non-binary,Junior,Biology,12510000,12870000,73110000,8475000,1905000,1530000,3240000,1785000,1395000,2145000,2160000,1230000,Mobile Payment App
578,24,Male,Freshman,Psychology,10425000,6855000,48975000,6570000,5100000,1155000,1635000,945000,360000,3015000,2055000,1230000,Cash
